gene.ids,gene.symb
53373,TPCN1
196463,PLBD2
23389,MED13L
8739,HRK
26259,FBXW8
5985,RFC5
54621,VSIG10
5037,PEBP1
92558,BICDL1
11021,RAB35
10985,GCN1
6175,RPLP0
4440,MSI1
1337,COX6A1
283459,GATC
8683,SRSF9
84274,COQ5
9921,RNF10
9478,CABP1
9761,MLEC
84747,UNC119B
121665,SPPL3
5025,P2RX4
10645,CAMKK2
84678,KDM2B
84876,ORAI1
144404,TMEM120B
54509,RHOF
23067,SETD1B
5715,PSMD9
605,BCL7A
22877,MLXIP
79369,B3GNT4
6249,CLIP1
55596,ZCCHC8
84660,CCDC62
9026,HIP1R
23457,ABCB9
79676,OGFOD2
51329,ARL6IP4
10198,MPHOSPH9
8099,CDK2AP1
387893,KMT5A
353116,RILPL1
57696,DDX55
79867,TCTN2
23545,ATP6V0A2
80212,CCDC92
9612,NCOR2
949,SCARB1
140707,BRI3BP
65985,AACS
5901,RAN
4326,MMP17
80324,PUS1
57634,EP400
347918,EP400P1
317781,DDX51
57666,FBRSL1
192111,PGAM5
101060200,ZNF891
9205,ZMYM5
7750,ZMYM2
2700,GJA3
2706,GJB2
51084,CRYL1
53342,IL17D
64328,XPO4
26524,LATS2
78988,MRPL57
253832,ZDHHC20
26278,SACS
55504,TNFRSF19
479,ATP12A
219287,AMER2
10810,WASF3
219333,USP12
6144,RPL21
2971,GTF3A
219402,MTIF3
51082,POLR1D
219409,GSX1
3651,PDX1
1045,CDX2
255967,PAN3
100288730,PAN3-AS1
6541,SLC7A1
3146,HMGB1
145173,B3GLCT
23047,PDS5B
9365,KL
26960,NBEA
9201,DCLK1
100507135,SPART-AS1
5994,RFXAP
4093,SMAD9
55578,SUPT20H
341640,FREM2
80209,PROSER1
2308,FOXO1
10166,SLC25A15
11193,WBP4
79612,NAA16
28984,RGCC
23078,VWA8
100507240,VWA8-AS1
160851,DGKH
55068,ENOX1
160857,CCDC122
387923,SERP2
8848,TSC22D1
80183,RUBCNL
5925,RB1
1102,RCBTB2
22862,FNDC3A
55213,RCBTB1
84650,EBPL
3839,KPNA3
57213,SPRYD7
10206,TRIM13
8847,DLEU2
79621,RNASEH2B
220108,FAM124A
26512,INTS6
115825,WDFY2
79758,DHRS12
440138,ALG11
341676,NEK5
26586,CKAP2
81550,TDRD3
1602,DACH1
10464,PIBF1
688,KLF5
11278,KLF12
9882,TBC1D4
4008,LMO7
115207,KCTD12
1203,CLN5
26224,FBXL3
23077,MYCBP2
100500861,MIR3665
64062,RBM26
100874208,NDFIP2-AS1
10253,SPRY2
100874137,LINC00351
407975,MIR17HG
160897,GPR180
11166,SOX21
10257,ABCC4
22873,DZIP1
5611,DNAJC3
266722,HS6ST3
3843,IPO5
10160,FARP1
8428,STK24
23348,DOCK9
171425,CLYBL
85416,ZIC5
7546,ZIC2
5095,PCCA
87769,GGACT
84899,TMTC4
79070,POGLUT2
1282,COL4A1
55739,NAXD
79587,CARS2
3621,ING1
55608,ANKRD10
8874,ARHGEF7
10426,TUBGCP3
8451,CUL4A
3916,LAMP1
79774,GRTP1
2621,GAS6
65110,UPF3A
283489,CHAMP1
90809,PIP4P1
6038,RNASE4
57447,NDRG2
55701,ARHGEF40
51222,ZNF219
56339,METTL3
1603,DAD1
26020,LRP10
100616424,MIR4707
84962,AJUBA
64403,CDH24
22985,ACIN1
23428,SLC7A8
90673,PPP1R3E
51310,SLC22A17
8906,AP1G2
55449,DHRS4-AS1
728635,DHRS4L1
90668,CARMIL3
4901,NRL
51016,EMC9
10548,TM9SF1
145553,MDP1
100528064,NEDD8-MDP1
26277,TINF2
5875,RABGGTA
4776,NFATC4
23351,KHNYN
29091,STXBP6
4857,NOVA1
5587,PRKD1
55632,G2E3
1690,COCH
11154,AP4S1
29966,STRN3
25831,HECTD1
394,ARHGAP5
64067,NPAS3
171546,SPTSSA
55837,EAPP
58533,SNX6
1073,CFL2
11177,BAZ1A
5687,PSMA6
4792,NFKBIA
84684,INSM2
3169,FOXA1
5411,PNN
4253,MIA2
254170,FBXO33
145581,LRFN5
2287,FKBP3
4247,MGAT2
5427,POLE2
122773,KLHDC1
23588,KLHDC2
382,ARF6
6655,SOS2
79944,L2HGDH
8814,CDKL1
11183,MAP4K5
51062,ATL1
5836,PYGL
114088,TRIM9
145438,FRMD6-AS1
122786,FRMD6
5732,PTGER2
57544,TXNDC16
283554,GPR137C
30001,ERO1A
10979,FERMT2
10175,CNIH1
2764,GMFB
10668,CGRRF1
23034,SAMD4A
122809,SOCS4
3958,LGALS3
55030,FBXO34
57161,PELI2
54916,TMEM260
55860,ACTR10
5926,ARID4A
387990,TOMM20L
51339,DACT1
6252,RTN1
51635,DHRS7
5494,PPM1A
6495,SIX1
145389,SLC38A6
5583,PRKCH
3091,HIF1A
27133,KCNH5
5529,PPP2R5E
23224,SYNE2
2100,ESR2
9495,AKAP5
22890,ZBTB1
7597,ZBTB25
26030,PLEKHG3
6710,SPTB
64398,MPP5
161145,TMEM229B
57475,PLEKHH1
677,ZFP36L1
87,ACTN1
161159,ACTN1-AS1
55218,EXD2
2079,ERH
9766,SUSD6
23508,TTC9
4293,MAP3K9
22990,PCNX1
9628,RGS6
58517,RBM25
8650,NUMB
9240,PNMA1
100616158,MIR4505
91748,ELMSAN1
51004,COQ6
957,ENTPD5
5826,ABCD4
646658,SYNDIG1L
122961,ISCA2
4053,LTBP2
1743,DLST
83694,RPS6KL1
5228,PGF
79696,ZC2HC1C
91754,NEK9
2353,FOS
122953,JDP2
55668,GPATCH2L
22846,VASH1
23357,ANGEL1
64207,IRF2BPL
85457,CIPC
283576,ZDHHC22
57156,TMEM63C
29954,POMT2
2954,GSTZ1
283578,TMED8
145501,ISM2
9517,SPTLC2
7253,TSHR
11099,PTPN21
161436,EML5
123016,TTC8
1112,FOXN3
400236,FOXN3-AS1
56659,KCNK13
5700,PSMC1
801,CALM1
9252,RPS6KA5
440193,CCDC88C
55671,PPP4R3A
123036,TC2N
53981,CPSF2
123041,SLC24A4
79890,RIN3
1113,CHGA
3705,ITPK1
64112,MOAP1
26175,TMEM251
55727,BTBD7
145270,PRIMA1
51676,ASB2
78990,OTUB2
57062,DDX24
145258,GSC
23405,DICER1
51218,GLRX5
100507043,TUNAR
55102,ATG2B
122481,AK7
10914,PAPOLA
7443,VRK1
64919,BCL11B
84193,SETD3
317762,CCDC85C
10858,CYP46A1
51466,EVL
7528,YY1
123096,SLC25A29
442910,MIR345
7453,WARS1
57596,BEGAIN
1778,DYNC1H1
3320,HSP90AA1
55778,ZNF839
9895,TECPR2
122416,ANKRD9
23186,RCOR1
7187,TRAF3
7127,TNFAIP2
1983,EIF5
4140,MARK3
1152,CKB
115708,TRMT61A
3831,KLC1
7517,XRCC3
79038,ZFYVE21
23368,PPP1R13B
145216,LINC00637
26153,KIF26A
400258,C14orf180
388021,TMEM179
64423,INF2
122622,ADSS1
207,AKT1
100128927,ZBTB42
122616,CLBA1
55038,CDCA4
3714,JAG2
90135,BTBD6
2972,BRF1
23241,PACS2
647310,TEX22
9112,MTA1
1397,CRIP2
283643,TEDC1
80757,TMEM121
114791,TUBGCP5
23191,CYFIP1
7337,UBE3A
321,APBA2
7082,TJP1
54893,MTMR10
51621,KLF13
57099,AVEN
79768,KATNBL1
9990,SLC12A6
4212,MEIS2
161742,SPRED1
10125,RASGRP1
11245,GPR176
440275,EIF2AK4
6727,SRP14
5330,PLCB2
388115,CCDC9B
90417,KNSTRN
22893,BAHD1
27079,RPUSD2
5888,RAD51
2644,GCHFR
55192,DNAJC17
79094,CHAC1
54617,INO80
11261,CHP1
51103,NDUFAF1
3706,ITPKA
7301,TYRO3
23005,MAPKBP1
8681,JMJD7-PLA2G4B
8773,SNAP23
57519,STARD9
146057,TTBK2
80021,TMEM62
23582,CCNDBP1
27229,TUBGCP4
79968,WDR76
84978,FRMD5
113201,CASC4
8669,EIF3J
80208,SPG11
26258,BLOC1S6
80031,SEMA6D
50804,MYEF2
1854,DUT
2200,FBN1
11001,SLC27A2
54822,TRPM7
84888,SPPL2A
23431,AP4E1
23312,DMXL2
256586,LYSMD2
29767,TMOD2
29766,TMOD3
5597,MAPK6
100129973,CERNA1
10776,ARPP19
5873,RAB27A
283659,PRTG
4734,NEDD4
64864,RFX7
54816,ZNF280D
6938,TCF12
84952,CGNL1
102,ADAM10
54629,MINDY2
9133,CCNB2
4643,MYO1E
2958,GTF2A2
79664,ICE2
6095,RORA
7168,TPM1
114294,LACTB
51065,RPS27L
9960,USP3
23604,DAPK2
348093,RBPMS2
80301,PLEKHO2
348094,ANKDD1A
51324,SPG21
10081,PDCD7
10845,CLPX
54956,PARP16
9543,IGDCC3
54878,DPP8
51495,HACD3
81556,INTS14
10260,DENND4A
84465,MEGF11
115752,DIS3L
5604,MAP2K1
55055,ZWILCH
4091,SMAD6
4088,SMAD3
54982,CLN6
10116,FEM1B
22801,ITGA11
10391,CORO2B
8125,ANP32A
54852,PAQR5
9493,KIF23
7090,TLE3
55075,UACA
55323,LARP6
4649,MYO9A
5315,PKM
60677,CELF6
3073,HEXA
25820,ARIH1
83440,ADPGK
4756,NEO1
10021,HCN4
27020,NPTN
80381,CD276
100287616,LOXL1-AS1
9399,STOML1
57611,ISLR2
8482,SEMA7A
10620,ARID3B
1198,CLK3
80153,EDC3
1445,CSK
25989,ULK3
10066,SCAMP2
4351,MPI
57184,FAM219B
9377,COX5A
54913,RPP25
56905,C15orf39
54939,COMMD4
79661,NEIL1
4123,MAN2C1
25942,SIN3A
5780,PTPN9
100128285,DNM1P35
92912,UBE2Q2
123591,TMEM266
64843,ISL2
49855,SCAPER
5955,RCN2
10099,TSPAN3
79834,PEAK1
10363,HMG20A
10518,CIB2
3658,IREB2
123688,HYKK
5685,PSMA4
1138,CHRNA5
1136,CHRNA3
11173,ADAMTS7
10933,MORF4L1
23251,MINAR1
10588,MTHFS
400410,ST20
54469,ZFAND6
9915,ARNT2
59274,TLNRD1
80765,STARD5
84206,MEX3B
283692,CPEB1-AS1
8120,AP3B2
123720,WHAMM
9455,HOMER2
83640,RAMAC
123207,C15orf40
100616404,MIR4515
53346,TM6SF1
50810,HDGFL3
646,BNC1
6457,SH3GL3
57188,ADAMTSL3
100506874,LINC00933
54993,ZSCAN2
84942,WDR73
4828,NMB
9640,ZNF592
5151,PDE8A
11214,AKAP13
64410,KLHL25
26589,MRPL46
64963,MRPS11
64782,AEN
145864,HAPLN3
4240,MFGE8
5428,POLG
374654,KIF7
55897,MESP1
348110,ARPIN
374655,ZNF710
3418,IDH2
10509,SEMA4B
10519,CIB1
8826,IQGAP1
64784,CRTC3
641,BLM
4122,MAN2A2
91433,RCCD1
9055,PRC1
9899,SV2B
28232,SLCO3A1
100507217,LINC01578
56963,RGMA
7026,NR2F2
100302258,MIR1469
3480,IGF1R
145748,LYSMD4
170691,ADAMTS17
388182,SPATA41
140460,ASB7
220,ALDH1A3
22856,CHSY1
6627,SNRPA1
5046,PCSK6
64285,RHBDF1
4350,MPG
55692,LUC7L
83986,FAM234A
10573,MRPL28
4833,NME4
26063,DECR2
9727,RAB11FIP3
64493,LINC00235
6650,CAPN15
146325,PRR35
9091,PIGQ
57799,RAB40C
84331,MCRIP2
197335,WDR90
89941,RHOT2
10273,STUB1
339123,JMJD8
84219,WDR24
146330,FBXL16
79006,METRN
65990,ANTKMT
84264,HAGHL
10232,MSLN
113000,RPUSD1
63922,CHTF18
51764,GNG13
64788,LMF1
146336,SSTR5-AS1
8912,CACNA1H
7329,UBE2I
8938,BAIAP3
115939,TSR3
84572,GNPTG
64718,UNKL
283951,C16orf91
1186,CLCN7
9742,IFT140
57585,CRAMP1
90861,JPT2
23162,MAPK8IP3
4832,NME3
197342,EME2
90864,SPSB3
3029,HAGH
10607,TBL3
2671,GFER
9143,SYNGR3
90850,ZNF598
4913,NTHL1
100188847,MIR1225
25837,RAB26
84231,TRAF7
64223,MLST8
1632,ECI1
899,CCNF
80178,TEDC2
4917,NTN3
57465,TBC1D24
527,ATP6V0C
5170,PDPK1
100507321,ERVK13-1
54442,KCTD5
83886,PRSS27
23524,SRRM2
84256,FLYWCH1
79412,KREMEN2
124222,PAQR4
9088,PKMYT1
9074,CLDN6
79228,THOC6
64386,MMP25
7752,ZNF200
10127,ZNF263
7727,ZNF174
79903,NAA60
10131,TRAP1
1387,CREBBP
115,ADCY9
51025,PAM16
114990,VASN
79585,CORO7
9093,DNAJA3
29965,CDIP1
124402,UBALD1
23295,MGRN1
84309,NUDT16L1
124401,ANKS3
26048,ZNF500
79641,ROGDI
84656,GLYR1
29855,UBN1
100507589,NAGPA-AS1
56052,ALG1
18,ABAT
23589,CARHSP1
7874,USP7
29035,C16orf72
2903,GRIN2A
2013,EMP2
28955,DEXI
8651,SOCS1
9516,LITAF
51061,TXNDC11
29066,ZC3H7A
2935,GSPT1
92017,SNX29
2072,ERCC4
57496,MRTFB
574455,MIR193B
5073,PARN
23042,PDXDC1
123803,NTAN1
100500852,MIR3180-4
4363,ABCC1
23204,ARL6IP1
23049,SMG1
79905,TMC7
162073,ITPRIPL2
51760,SYT17
9738,CCP110
400508,CRYM-AS1
51108,METTL9
55718,POLR3E
1039,CDR2
57478,USP31
6340,SCNN1G
6338,SCNN1B
23062,GGA2
56061,UBFD1
5930,RBBP6
55114,ARHGAP17
51451,LCMT1
342357,ZKSCAN2
197370,NSMCE1
146395,GSG1L
23214,XPO6
11273,ATXN2L
25970,SH2B1
100289092,ATP2A1-AS1
487,ATP2A1
9961,MVP
10423,CDIPT
253980,KCTD13
8479,HIRIP3
226,ALDOA
6911,TBX6
83719,YPEL3
79153,GDPD3
11151,CORO1A
26000,TBC1D10B
197407,ZNF48
51333,ZNF771
79077,DCTPP1
22928,SEPHS2
79724,ZNF768
65988,ZNF747
146542,ZNF688
115509,ZNF689
730183,LOC730183
10847,SRCAP
23361,ZNF629
100313837,MIR762
9274,BCL7C
54620,FBXL19
93129,ORAI3
9739,SETD1A
6810,STX4
79759,ZNF668
84148,KAT8
2521,FUS
283933,ZNF843
79798,ARMC5
64755,C16orf58
124411,ZNF720
10308,ZNF267
79801,SHCBP1
55737,VPS35
23594,ORC6
91807,MYLK3
388272,C16orf87
84706,GPT2
10294,DNAJA2
81831,NETO2
81533,ITFG1
83752,LONP2
6477,SIAH1
869,CBLN1
64282,TENT4B
85407,NKD1
1540,CYLD
6299,SALL1
64400,AKTIP
79191,IRX3
643911,CRNDE
10265,IRX5
79190,IRX6
54947,LPCAT2
283856,LOC283856
4489,MT1A
326343,MT1DP
9709,HERPUD1
84166,NLRC5
221184,CPNE2
23568,ARL2BP
51090,PLLP
57019,CIAPIN1
55715,DOK4
92922,CCDC102A
57567,ZNF319
4324,MMP15
1459,CSNK2A2
79918,SETD6
55238,SLC38A7
2806,GOT2
7084,TK2
123920,CMTM3
146223,CMTM4
8883,NAE1
865,CBFB
55336,FBXL8
653319,KIAA0895L
1874,E2F4
26231,LRRC29
29109,FHOD1
6553,SLC9A5
25894,PLEKHG4
51673,TPPP3
29800,ZDHHC1
79567,RIPOR1
10664,CTCF
388284,C16orf86
55815,TSNAXIP1
10204,NUTF2
23644,EDC4
6560,SLC12A4
64174,DPEP2
4775,NFATC3
9057,SLC7A6
146198,ZFP90
79613,TANGO6
3038,HAS3
54921,CHTF8
6645,SNTB2
27183,VPS4A
84342,COG8
7014,TERF2
100302119,MIR1538
10725,NFAT5
11269,DDX19B
6483,ST3GAL2
92154,MTSS2
55697,VAC14
23035,PHLPP2
55565,ZNF821
9798,IST1
1723,DHODH
463,ZFHX3
55159,RFWD3
79152,FA2H
162239,ZFP1
9564,BCAR1
10428,CFDP1
11345,GABARAPL2
23536,ADAT1
100130958,SYCE1L
170692,ADAMTS18
51741,WWOX
4094,MAF
55839,CENPN
23300,ATMIN
2653,GCSH
8139,GAN
23417,MLYCD
8720,MBTPS1
83693,HSDL1
23406,COTL1
79786,KLHL36
9100,USP10
55625,ZDHHC7
23199,GSE1
404550,C16orf74
10328,EMC8
1327,COX4I1
2294,FOXF1
79791,FBXO31
81631,MAP1LC3B
23174,ZCCHC14
161882,ZFPM1
27189,IL17C
1535,CYBA
4597,MVD
9780,PIEZO1
353,APRT
863,CBFA2T3
197322,ACSF3
1013,CDH15
197320,ZNF778
6687,SPG7
6137,RPL13
8558,CDK10
124044,SPATA2L
100128881,VPS9D1-AS1
92822,ZNF276
2175,FANCA
84501,SPIRE2
22980,TCF25
4157,MC1R
10381,TUBB3
92806,CENPBD1
79007,DBNDD1
8447,DOC2B
55275,VPS53
79850,TLCD3A
50628,GEMIN4
55178,MRM3
7531,YWHAE
1398,CRK
4641,MYO1C
100306951,PITPNA-AS1
5306,PITPNA
124935,SLC43A2
83547,RILP
10594,PRPF8
727910,TLCD2
84981,MIR22HG
124997,WDR81
114826,SMYD4
146760,RTN4RL1
406921,MIR132
406994,MIR212
3090,HIC1
4335,MNT
5048,PAFAH1B1
23277,CLUH
100302208,MIR1253
83460,EMC6
3682,ITGAE
55421,NCBP3
84254,CAMKK1
489,ATP2A3
51479,ANKFY1
7326,UBE2G1
124976,SPNS2
101559451,LOC101559451
5338,PLD2
50488,MINK1
8402,SLC25A11
5216,PFN1
2027,ENO3
23125,CAMTA2
10749,KIF1C
84622,ZNF594
9135,RABEP1
56919,DHX33
83394,PITPNM3
84817,TXNDC17
100529209,RNASEK-C17orf49
255877,BCL6B
201232,SLC16A13
1742,DLG4
1856,DVL2
23399,CTDNEP1
23587,ELP5
6517,SLC2A4
1984,EIF5A
2874,GPS2
147040,KCTD11
57048,PLSCR3
284114,TMEM102
2256,FGF11
57659,ZBTB4
5430,POLR2A
9513,FXR2
482,ATP1B2
146754,DNAH2
1107,CHD3
5187,PER1
6844,VAMP2
54785,BORCS6
6154,RPL26
81565,NDEL1
4628,MYH10
9423,NTN1
124739,USP43
8522,GAS7
6341,SCO1
56985,ADPRM
101101775,TMEM220-AS1
6416,MAP2K4
9912,ARHGAP44
9955,HS3ST3A1
1352,COX10
9953,HS3ST3B1
136,ADORA2B
125150,ZSWIM7
9611,NCOR1
201161,CENPV
388341,LRRC75A
57547,ZNF624
23164,MPRIP
201164,PLD6
8533,COPS3
56953,NT5M
51655,RASD1
10400,PEMT
10743,RAI1
6720,SREBF1
79018,GID4
2314,FLII
6470,SHMT1
644815,FAM83G
22905,EPN2
5598,MAPK7
224,ALDH3A2
9706,ULK2
92521,SPECC1
23326,USP22
8834,TMEM11
256302,NATD1
5606,MAP2K3
3768,KCNJ12
339263,LINC02693
90410,IFT20
26073,POLDIP2
23098,SARM1
113235,SLC46A1
9094,UNC119
9703,KIAA0100
100861437,NA
116238,TLCD1
9618,TRAF4
55731,FAM222B
2319,FLOT2
57649,PHF12
57532,NUFIP2
100616122,MIR4523
116236,ABHD15
90313,TP53I13
124930,ANKRD13B
84940,CORO6
374786,EFCAB5
642,BLMH
1362,CPD
55803,ADAP2
84282,RNF135
84440,RAB11FIP4
406968,MIR193A
114659,LRRC37B
55288,RHOT1
162494,RHBDL3
5717,PSMD11
8851,CDK5R1
4642,MYO1D
26022,TMEM98
124842,TMEM132E
3980,LIG3
117584,RFFL
5892,RAD51D
91608,RASL10B
79893,GGNBP2
79154,DHRS11
3975,LHX1
31,ACACA
11072,DUSP14
11276,SYNRG
30837,SOCS7
57636,ARHGAP23
80725,SRCIN1
100170841,EPOP
4302,MLLT6
284106,CISD3
7703,PCGF2
8396,PIP4K2B
3927,LASP1
782,CACNB1
6143,RPL19
342667,STAC2
84961,FBXL20
51755,CDK12
10948,STARD3
8557,TCAP
5409,PNMT
84299,MIEN1
5709,PSMD3
7067,THRA
9572,NR1D1
339287,MSL1
5914,RARA
6605,SMARCE1
10209,EIF1
9001,HAP1
3728,JUP
10609,P3H4
60681,FKBP10
47,ACLY
7266,DNAJC7
6777,STAT5B
6776,STAT5A
4669,NAGLU
6945,MLX
29893,PSMC3IP
7283,TUBG1
162427,RETREG3
27175,TUBG2
79990,PLEKHH3
2145,EZH1
84313,VPS25
10197,PSME3
146923,RUNDC1
10493,VAT1
100874261,CCDC200
100130581,LINC00910
2118,ETV4
4356,MPP3
10014,HDAC5
78995,HROB
79089,TMUB2
7343,UBTF
51629,SLC25A39
284069,FAM171A2
10052,GJC1
10882,C1QL1
113026,PLCD3
79777,ACBD4
124790,HEXIM2
752,FMNL1
9020,MAP3K14
201176,ARHGAP27
1394,CRHR1
100128977,MAPT-AS1
644246,KANSL1-AS1
284058,KANSL1
7484,WNT9B
9570,GOSR2
388394,RPRML
3690,ITGB3
124989,EFCAB13
3837,KPNB1
9755,TBKBP1
30009,TBX21
90507,SCRN2
80320,SP6
55163,PNPO
80279,CDK5RAP3
10951,CBX1
100874362,HOXB-AS1
3214,HOXB4
406902,MIR10A
3215,HOXB5
404266,HOXB-AS3
3216,HOXB6
3217,HOXB7
3219,HOXB9
284076,TTLL6
10241,CALCOCO2
65264,UBE2Z
10642,IGF2BP1
22834,ZNF652
4804,NGFR
11248,NXPH3
201191,SAMD14
84687,PPP1R9B
1277,COL1A1
162461,TMEM92
64132,XYLT2
55379,LRRC59
55316,RSAD1
55040,EPN3
64847,SPATA20
91369,ANKRD40
51747,LUC7L3
10140,TOB1
400604,TOB1-AS1
4831,NME2
51096,UTP18
10040,TOM1L1
3131,HLF
58488,PCTP
9241,NOG
339210,C17orf67
8526,DGKE
7706,TRIM25
8161,COIL
8165,AKAP1
404093,CUEDC1
7716,VEZF1
140735,DYNLL2
4025,LPO
6827,SUPT4H1
9110,MTMR4
5414,SEPTIN4
4591,TRIM37
284161,GDPD1
388403,YPEL2
6198,RPS6KB1
51136,RNFT1
84669,USP32
10513,APPBP2
6909,TBX2
388407,C17orf82
11011,TLK2
9902,MRC2
1534,CYB561
1636,ACE
81033,KCNH6
10238,DCAF7
51204,TACO1
4215,MAP3K3
729683,LOC729683
92335,STRADA
57003,CCDC47
117246,FTSJ3
6603,SMARCD2
2081,ERN1
677842,SNORA50C
55852,TEX2
1655,DDX5
64750,SMURF2
374819,LRRC37A3
201283,AMZ2P1
10672,GNA13
8313,AXIN2
5578,PRKCA
9931,HELZ
26207,PITPNC1
284018,C17orf58
3838,KPNA2
100499466,LINC00674
9120,SLC16A6
22901,ARSG
5573,PRKAR1A
23461,ABCA5
3759,KCNJ2
9382,COG1
23580,CDC42EP4
6169,RPL38
94015,TTYH2
55890,GPRC5C
326624,RAB37
9368,SLC9A3R1
92736,OTOP2
30850,CDR2L
10476,ATP5PD
23510,KCTD2
79637,ARMC7
30833,NT5C
51155,JPT1
6613,SUMO2
57409,MIF4GD
100287042,LOC100287042
2885,GRB2
57513,CASKIN2
283989,TSEN54
3993,LLGL2
80022,MYO15B
643008,SMIM5
2584,GALK1
3021,H3-3B
91107,TRIM47
201292,TRIM65
64978,MRPL38
85302,FBF1
51,ACOX1
6730,SRP68
114804,RNF157
283991,UBALD2
8877,SPHK1
63893,UBE2O
79651,RHBDF2
768206,PRCD
100507246,SNHG16
10610,ST6GALNAC2
439921,MXRA7
23210,JMJD6
693221,MIR636
6427,SRSF2
146664,MGAT5B
6397,SEC14L1
10801,SEPTIN9
11322,TMC6
9144,SYNGR2
332,BIRC5
9021,SOCS3
9489,PGS1
9267,CYTH1
57602,USP36
124583,CANT1
64772,ENGASE
84733,CBX2
57332,CBX8
8535,CBX4
55036,CCDC40
2548,GAA
9775,EIF4A3
6448,SGSH
57674,RNF213
4884,NPTX1
57521,RPTOR
79643,CHMP6
10458,BAIAP2
9625,AATK
22994,CEP131
57597,BAHCC1
100616294,MIR4740
71,ACTG1
80233,FAAP100
55666,NPLOC4
339230,CCDC137
9146,HGS
1468,SLC25A10
6182,MRPL12
2642,GCGR
348262,MCRIP1
5034,P4HB
396,ARHGDIA
51529,ANAPC11
5833,PCYT2
51547,SIRT7
4097,MAFG
92659,MAFG-DT
5831,PYCR1
147111,NOTUM
79058,ASPSCR1
201255,LRRC45
5881,RAC3
51181,DCXR
2873,GPS1
64118,DUS1L
2194,FASN
284001,CCDC57
9123,SLC16A3
1453,CSNK1D
6398,SECTM1
79701,OGFOD3
26502,NARF
3607,FOXK2
10966,RAB40B
79672,FN3KRP
6904,TBCD
146712,B3GNTL1
284207,METRNL
494514,TYMSOS
7525,YES1
645158,CBX3P2
23347,SMCHD1
84034,EMILIN2
9663,LPIN2
10627,MYL12A
103910,MYL12B
7050,TGIF1
23136,EPB41L3
284217,LAMA1
5797,PTPRM
201475,RAB12
23253,ANKRD12
57045,TWSG1
10928,RALBP1
9989,PPP4R1
11031,RAB31
9218,VAPA
65258,MPPE1
3613,IMPA2
84617,TUBB6
10939,AFG3L2
10650,PRELID3A
56907,SPIRE1
5771,PTPN2
81929,SEH1L
55125,CEP192
753,LDLRAD4
125228,FAM210A
8731,RNMT
80000,GREB1L
114799,ESCO1
171586,ABHD3
57534,MIB1
100128893,GATA6-AS1
2627,GATA6
91768,CABLES1
29919,RMC1
3909,LAMA3
125488,TTC39C
114876,OSBPL1A
55364,IMPACT
6760,SS18
6875,TAF4B
284252,KCTD1
361,AQP4
1000,CDH2
1825,DSC3
1824,DSC2
1829,DSG2
9331,B4GALT6
54941,RNF125
51444,RNF138
64762,GAREM1
374864,CCDC178
80816,ASXL3
10982,MAPRE2
84307,ZNF397
7572,ZNF24
252884,ZNF396
2589,GALNT1
55197,RPRD1A
80206,FHOD3
57536,KIAA1328
9050,PSTPIP2
494470,RNF165
4087,SMAD2
201501,ZBTB7C
4092,SMAD7
54808,DYM
10449,ACAA2
4645,MYO5B
5596,MAPK4
4200,ME2
55520,ELAC1
8932,MBD2
2235,FECH
5205,ATP8B1
23327,NEDD4L
10892,MALT1
55205,ZNF532
54877,ZCCHC2
23239,PHLPP1
9306,SOCS6
284273,ZADH2
100131655,ZNF236-DT
374868,ATP9B
9150,CTDP1
80148,SLC66A2
10907,TXNL4A
84552,PARD6G
91978,TPGS1
997,CDC34
682,BSG
610,HCN2
55658,RNF126
10272,FSTL3
5064,PALM
5725,PTBP1
5657,PRTN3
1675,CFD
84634,KISS1R
1820,ARID3A
116444,GRIN3B
91304,TMEM259
1265,CNN2
10347,ABCA7
23526,ARHGAP45
2879,GPX4
22904,SBNO2
6794,STK11
255057,CBARP
513,ATP5F1D
90007,MIDN
1153,CIRBP
55009,FAM174C
1943,EFNA2
2593,GAMT
26528,DAZAP1
6209,RPS15
10297,APC2
148223,C19orf25
92840,REEP6
339366,ADAMTSL5
126520,PLK5
399664,MEX3D
53615,MBD3
10975,UQCR11
6929,TCF3
148229,ATP8B3
57455,REXO1
83855,KLF16
113179,ADAT3
1455,CSNK1G2
2872,MKNK2
126308,MOB3A
8943,AP3D1
84444,DOT1L
55111,PLEKHJ1
100423031,MIR4321
56928,SPPL2B
645191,LINGO3
26517,TIMM13
4616,GADD45B
2788,GNG7
6449,SGTA
7064,THOP1
115196,ZNF554
148254,ZNF555
126295,ZNF57
58492,ZNF77
166,TLE5
2767,GNA11
4782,NFIC
51343,FZR1
126321,MFSD12
6915,TBXA2R
58509,CACTIN
9546,APBA3
27231,NMRK2
1938,EEF2
51341,ZBTB7A
5605,MAP2K2
51548,SIRT6
170961,ANKRD24
10036,CHAF1A
91039,DPP9
55527,FEM1A
29128,UHRF1
23030,KDM4B
5802,PTPRS
6294,SAFB
125988,MICOS13
25873,RPL36
163154,PRR22
8498,RANBP3
8192,CLPP
2962,GTF2F1
79085,SLC25A23
10382,TUBB4A
9322,TRIP10
3643,INSR
23370,ARHGEF18
92960,PEX11G
140467,ZNF358
80131,LRRC8E
100507588,TGFBR3L
404217,CTXN1
1994,ELAVL1
79603,CERS4
51293,CD320
4701,NDUFA7
9230,RAB11B
51257,MARCHF2
4670,HNRNPM
81794,ADAMTS10
7675,ZNF121
54850,FBXL12
9294,S1PR2
